PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Yield_Strength_MPa
0.924767513395252,-1.941200792381026,0.8313833112531593,0.03244732916153122,-0.14389514995441285,-0.8962599994081463,0.9862587096060581,0.20487984403684686,0.04908557558448505,1.148345988946427,-0.09080041706039886,-0.4655523416856186,-1.3811291323253077,-0.533628023180468,-0.03584791222297269,0.6989092807547886,-0.10062231380227823,-1.2559242695116637
0.7889831823914938,-1.5424079619340574,0.7158403098857101,0.018263181354810004,-0.23171427599135438,-1.1168499003361705,0.8138907285227021,0.6235554536498783,-0.749278887425656,0.677988536347032,-0.6520274515215372,-1.5725937771224043,-0.4041092222884427,-0.0017732888289472364,0.013845922296282058,0.49734237926355607,-0.5353512672393727,-1.4929781691583668
0.7526164864991319,-2.0045054273561393,0.7858849043218437,0.2415858805224541,-0.11575373976104017,-0.5708773503346675,1.0471071994367154,-0.1418714752774344,0.012424176557201788,0.799678720797955,0.26258871044578186,-0.45800182622383967,-1.0578567388538431,-0.49371660047932986,0.1306275511973109,0.36461953519443535,-0.1170485050569927,-1.0296455471216288
0.6168321554953731,-1.6057125969091721,0.6703419029543976,0.227401732715734,-0.20357286579798445,-0.7914672512626926,0.8747392183533657,0.2768041343355942,-0.7859402864529375,0.32932126819855617,-0.29863832401535234,-1.5650432616606225,-0.08083682881698176,0.038138133872187965,0.1803213857165657,0.16305263370320194,-0.5517774584940845,-1.1481724969449805
0.4872550518783189,-2.024512981054599,0.6616984325947869,0.5564738473442827,-0.11829057134763928,-0.16942285367745674,0.9986241526017912,-0.4820566085477187,-0.0389745431023155,0.3528332581207777,0.6564355032502007,-0.437121461734886,-0.7797234982060759,-0.4188760829109954,0.30042581111767597,-0.07853424070350948,-0.07491964199740676,-0.437010798004871
0.35147072087456216,-1.625720150607638,0.5461554312273381,0.5422896995375608,-0.2061096973845849,-0.3900127546054802,0.8262561715184393,-0.06338099893469135,-0.8373390061124545,-0.11752419447862202,0.09520846878905898,-1.5441628971716668,0.19729641183078414,0.11297865144052055,0.3501196456369321,-0.28010114219474347,-0.509648595434498,-0.7818164702182574
0.32475606348288377,-2.0401061518568175,0.6127133138799997,0.7112149640304353,-0.08263936099337105,0.06565108332442429,1.1559349679344164,-0.9799701627995219,-0.033515047641250025,-0.0040408686641281,1.0158786146800503,-0.3736103878495211,-0.36584386402632535,-0.34800330369884674,0.47353117036422315,-0.4582794269432788,-0.050271150416682085,0.0586473558018719
0.18897173247912458,-1.6413133214098536,0.4971703125125486,0.697030816223716,-0.17045848703031347,-0.15493881760360378,0.9835669868510649,-0.5612945531864921,-0.8318795106513919,-0.47439832126352555,0.45465158021891294,-1.4806518232863037,0.6111760460105357,0.1838514306526735,0.5232250048834771,-0.6598463284345115,-0.4850001038537755,-0.3184838481815194
0.9368787180023508,-2.0255849989949177,0.8687545225548099,-0.2954096595645975,1.866429894419854e-07,-0.72028130642001,1.2548175153569483,0.6634719054860044,-0.06395351757330141,0.6493694749948784,-0.057992153799124806,-0.06133121302359293,-1.411167086855544,-0.4783826430766895,-0.14177266374276468,0.532908158347028,-0.21530310633918134,-1.0511959016349657
0.801094386998591,-1.626792168547951,0.75321152118736,-0.3095938073713193,-0.08781893939395441,-0.9408712073480333,1.0824495342735974,1.0821475150990352,-0.8623179805834417,0.1790120223954813,-0.6192191882602623,-1.1683726484603787,-0.43414717681868176,0.05347209127482915,-0.09207882922351275,0.3313412568557929,-0.6500320597762715,-1.158947674201649
0.761149522681378,-2.058145373284213,0.8009682410139025,-0.06730137101423402,0.007353534121556922,-0.4400224587645899,1.273587057541624,0.28904855523413814,-0.07821422383993008,0.3516491431988258,0.2588132902674689,-0.06879061170130298,-1.120257134136892,-0.42668444417466206,0.009554174435286035,0.20348665519186457,-0.20953257211731377,-0.4801115070315443
0.6253651916776185,-1.6593525428372498,0.6854252396464553,-0.08148551882095599,-0.08046559191539021,-0.6606123596926159,1.101219076458273,0.7077241648471674,-0.8765786868500681,-0.1187083094005732,-0.3024137441936677,-1.1758320471380868,-0.14323722410003245,0.1051702901768551,0.05924800895454029,0.0019197537006316922,-0.6442615255544075,-0.8895682427849406
