PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,Charpy_Energy_J
-1.1119837298005513,-0.2639485168224043,-1.7047740582394242,0.393620602705508,0.7850691308867479,-0.28364291006933295,0.22636673876152083,0.41190291928722805,0.032661802143366114,-1.3378218479073214,-1.6671017656091118,0.36698391212527715,0.3163826777257606,0.1355449092404356,0.2457781299818863
-0.41695868674868364,-0.8676625543045613,-1.822340945958106,0.6133129470872842,1.2054105172924614,-0.2811040525337779,-0.19230683855302938,0.2965263847429795,0.3773367199370828,-0.9576819957658443,-1.022218250804687,1.0155459961675088,0.6316892417040266,0.2123602543568024,0.2457781299818863
-1.283343078692826,-0.025881787277747544,-1.6265900398815116,0.4291061960404091,0.48174998302703725,-0.11515524322926744,0.1489305938586223,0.6482605552266594,-0.37516441768031317,-1.1125711361357922,-1.0152944645945663,0.5315987919073488,0.4050351999702036,0.25092590108828844,0.2457781299818863
-0.5883180356409689,-0.6295958247599043,-1.7441569276001805,0.6487985404221839,0.9020913694327451,-0.11261638569371171,-0.2697429834559295,0.5328840206824096,-0.03048949988660047,-0.7324312839943146,-0.3704109497901435,1.1801608759495827,0.7203417639484684,0.32774124620466016,0.2457781299818863
-1.52096586095818,0.23682884134794469,-1.4764471095202618,0.4632516092483221,0.08940953374027902,0.09153311510025318,-0.08871395857659004,0.8822138173335858,-0.6580185273921588,-0.7246429867048395,-0.28692263254080685,0.6069306193119923,0.45247789519488013,0.274634789604963,0.2457781299818863
-0.8259408179063155,-0.3668851961342009,-1.5940139972389358,0.6829439536300842,0.5097509201459861,0.09407197263580956,-0.5073875358911456,0.7668372827893346,-0.31334360959844204,-0.34450313456336185,0.3579608822636104,1.2554927033542231,0.7677844591731484,0.35145013472133885,0.2457781299818863
-1.6141778828962499,0.5226988818079394,-1.3962862150440818,0.4709812827392251,-0.1728022133269284,0.2946635626901073,-0.1805224060487622,1.184275147630157,-1.1363491189687487,-0.5086651951216592,0.4429344818184106,0.744480889581826,0.4628565389879361,0.41162218339125795,0.2457781299818863
-0.9191528398443899,-0.08101515567421118,-1.5138531027627602,0.6906736271209972,0.24753917307878404,0.2972024202256686,-0.5991959833633133,1.068898613085903,-0.7916742011750237,-0.12852534298017873,1.0878179966228334,1.393042973624068,0.7781631029661952,0.4884375285076324,0.2457781299818863
-1.1140171781312302,-0.37111918366631036,-1.9396716005718733,0.47520542472202054,1.000114727029697,-0.5819290262847889,1.3142810180117936,0.8833985634400894,0.03881650523013065,0.035910135993501395,-1.855898542347165,-0.11861995297645349,0.5452240410805457,0.042302255921380004,0.2457781299818863
-0.418992135079366,-0.9748332211484646,-2.0572384882905452,0.6948977691038006,1.4204561134354055,-0.5793901687492327,0.8956074406972386,0.7680220288958409,0.3834914230238472,0.4160499881349785,-1.2110150275427447,0.5299421310657785,0.8605306050588132,0.1191176010377523,0.2457781299818863
-1.314469710642618,-0.15779782982511045,-1.8094854389816541,0.48622538760926987,0.6853319026229172,-0.3963576919928688,1.1452758323590249,1.1181995592447578,-0.27766881246199576,0.36208757288174126,-1.1880263576511834,-0.035935531661154874,0.5814815056432432,0.08882868193434718,0.2457781299818863
-0.6194446675907531,-0.7615118673072635,-1.927052326700324,0.7059177319910481,1.105673289028622,-0.39381883445731447,0.7266022550444747,1.0028230247005137,0.06700610533172503,0.7422274250232175,-0.5431428428467632,0.612626552381083,0.8967880696215009,0.16564402705072537,0.2457781299818863
-1.4691573222682206,0.11957527745186217,-1.6820516380752877,0.5114129932154619,0.35102254185876497,-0.19065927038324168,0.9002542574908141,1.3376834983832957,-0.5622085470796006,0.6355891075404208,-0.5120142771703563,0.04099257398774632,0.5824967236257362,0.13114689374575733,0.2457781299818863
-0.7741322792163562,-0.4841387600302922,-1.799618525793963,0.731105337597238,0.7713639282644691,-0.1881204128476865,0.481580680176261,1.2223069638390436,-0.21753362928588407,1.0157289596818975,0.13286923763406563,0.6895546580299755,0.8978032876040029,0.20796223886212997,0.2457781299818863
-1.673030323356683,0.36890362619021927,-1.5353822272578392,0.4906356353087609,0.02105030030846331,0.04013478962237362,0.7354081768597642,1.6419471146863243,-1.0274287864140175,0.9535745342511229,0.30673203288024503,0.16248567200278535,0.5981736622425035,0.2377344943941326,0.2457781299818863
-0.9780052803048176,-0.23481041129193259,-1.6529491149765088,0.7103279796905382,0.4413916867141747,0.042673647157928755,0.31673459954521216,1.5265705801420764,-0.682753868620302,1.3337143863925982,0.9516155476846674,0.811047756045017,0.9134802262207695,0.3145498395105044,0.2457781299818863
-1.0751072411218785,-0.5013646936716566,-2.1967647506890886,0.5254033318106548,1.3008992610576806,-0.9105927018683365,2.5746190698558773,1.4774093488922848,0.020524027408700837,1.6645057789326416,-2.041072701477825,-0.7379294804957192,0.7381751954131814,-0.06655692871919623,0.2457781299818863
-0.3800821980700116,-1.1050787311538084,-2.3143316384077566,0.7450956761924313,1.7212406474633908,-0.9080538443327825,2.155945492541325,1.362032814348036,0.3651989452024154,2.0446456310741183,-1.3961891866734042,-0.08936739645348384,1.0534817593914476,0.01025841639716984,0.2457781299818863
-1.2075379961851118,-0.26304229059625617,-2.1093984434815165,0.5592505201992369,1.0231632102149657,-0.743449656966478,2.4429270724128727,1.7003730160300856,-0.29500123178301146,1.9132366517118562,-1.4373451508315356,-0.6392169200478538,0.77552955014265,-0.002349219240380576,0.2457781299818863
-0.5125129531332479,-0.866756328078405,-2.226965331200182,0.7789428645810148,1.4435045966206785,-0.7409107994309231,2.0242534950983218,1.584996481485835,0.04967368601070473,2.2933765038533336,-0.7924616360271143,0.009345163994380302,1.0908361141209169,0.07446612587598882,0.2457781299818863
-1.3577828736694002,0.08105216465958365,-1.9791937887478714,0.5902442414739398,0.6480562864549223,-0.4981634220409392,2.186203824581141,1.9737209401488778,-0.6933631564456516,2.174685800265657,-0.6271748916017837,-0.5128722521214841,0.7787911211959196,0.08449226995469843,0.2457781299818863
