PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Elongation_%
-0.14719967159214925,-1.7603109343667545,1.3951394033164344,0.08188313315226102,-0.2081803237619376,0.9643110027917904,0.8279252952840492,-0.08732996486579851,-0.8745716582557296,0.5257948939925678,0.3000038813929238,-0.33685198495265467,-1.323691523989738,0.023238653094519158,0.6211516870538561,0.7221943854917512,-0.22708257900209544,1.1495757824453112
-0.12190518480565234,-1.3755955258262293,1.1863903367386703,0.03847824447491889,-0.42390912047025237,0.9822323167700496,0.857502103313656,0.6793422497859012,-1.398491153809008,-0.13774280512508078,-0.6988198433089722,0.6749405288627318,-0.754964825081684,0.3818015540169859,0.571235657002882,0.2241125008128214,-0.573384237565682,1.8240792260441612
-0.32153880497101034,-1.7378201360662224,1.2587431861749556,0.11661741664469048,0.09206108315503425,0.978352042738858,0.6294302319054452,-0.40536566185548956,-0.8158550372426355,0.3483884261636725,0.5221856507314406,-0.09883622636812518,-0.8245109054519154,-0.046178465502196266,0.594804315275901,0.46759212374437736,0.2271880773401589,1.0064992944091915
-0.296244318184504,-1.3531047275257018,1.049994119597203,0.07321252796734407,-0.12366771355328733,0.9962733567171221,0.6590070399350524,0.36130655279621604,-1.339774532795917,-0.3151492729539708,-0.4766380739704572,0.912956287447263,-0.25578420654386713,0.3123844354202705,0.5448882852249334,-0.03048976093455204,-0.11911358122342604,0.9656202978274434
-0.5609412374122716,-1.6442528746535279,0.9861566696237556,0.14573008628614084,0.4667918960910057,0.8887648880693089,0.442711999109108,-0.7254837632134952,-0.7141719439581162,0.08779577517756723,0.7867701588780555,0.1719449345520237,-0.3524723148705848,-0.15313253565666357,0.5812059289852736,0.15482679580526065,0.7179889797244081,0.6385883251734555
-0.5356467506257635,-1.2595374661130008,0.7774076030460094,0.10232519760879633,0.2510630993826887,0.9066862020475757,0.4722888071387157,0.041188451438207443,-1.2380914395113944,-0.5757419239400772,-0.2120535658238376,1.1837374483674163,0.21625438403746003,0.20543036526580077,0.5312898989343049,-0.3432550888736681,0.37168732116081854,1.088257287572689
-0.6951994170423359,-1.592622166021759,0.8631147345351622,0.1760868288115468,0.6499133607650338,0.9963903165937594,0.17039113505661707,-1.1738871783083662,-0.6440389410165719,-0.07105986743759284,0.9907758320795734,0.3935342581927644,0.2356641167773757,-0.22972925000148253,0.4786783638869849,-0.1277999546572372,1.2254958325012442,0.3524353491012167
-0.6699049302558243,-1.2079067574812383,0.6543656679574104,0.13268194013420434,0.43418456405671535,1.0143116305720186,0.1999679430862182,-0.40721496365666426,-1.1679584365698485,-0.7345975665552382,-0.008047892622324665,1.4053267720081537,0.804390815685422,0.12883365092098148,0.42876233383601814,-0.6258818393361666,0.8791941739376539,0.2297983593559711
-0.17782209267977192,-1.8601323935418956,1.50800084656291,0.07756838085122043,-0.10575672795705192,1.2327368627955857,0.5376823056200004,0.4452780402006976,-0.3609071609560617,0.26615862013762076,0.5076213677081648,-0.44316378418609575,-1.2872384391659226,-0.08251630639353727,0.4930182843338615,0.5178468155995665,-0.3179503304895825,1.2926522704814314
-0.1525276058932663,-1.4754169850013763,1.2992517799851602,0.03416349217387563,-0.32148552466536917,1.2506581767738505,0.567259113649606,1.2119502548524017,-0.8848266565093424,-0.39737907898002356,-0.491202356993734,0.5686287296292931,-0.7185117402578779,0.27604659452892844,0.4431022542828905,0.019764930920635006,-0.664251989053171,1.619684243135419
