PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Reduction_Area_%
0.7329812810237626,-1.9332914506129852,1.0671058212405609,0.025447085231548695,-0.4922771841422376,1.1379683728599586,0.4048073112487157,-0.14179133045344414,-0.6477857054912763,0.36543041870697185,0.10472418893836405,0.19179402937319026,-0.30068022512584575,-1.4364790721026166,0.779973248647458,0.749930528189544,0.19064542007399807,0.9865389106066244
0.6129981244519604,-1.5614651595245916,0.9527905244690085,-0.005420908175813116,-0.5598449712629777,1.090559973210079,0.746566896727321,-0.9883451106372141,-0.9430866612851077,-0.3701153122735589,-0.7888285449300068,-0.7408160915891595,0.12840446854097257,-0.6775149337499397,0.5577582565158842,0.6849013584250058,-0.2683578355807287,0.9865389106066244
0.5555799555688041,-1.9633191983533533,0.9692436819323887,0.07068145296461541,-0.22569778498149787,1.155487286525536,0.14952901182883058,0.1562520969105567,-0.7374432132157888,0.2684771243789731,0.3746740978874026,-0.0009073489924060725,-0.2815032828468839,-0.8208945805153725,0.6628156898756714,0.5126181719890801,0.27672179760620585,0.9865389106066244
0.4355967989970148,-1.5914929072649757,0.8549283851608387,0.03981345955725314,-0.2932655721022338,1.1080788868756581,0.49128859730743835,-0.6903016832732147,-1.0327441690096146,-0.4670686066015583,-0.5188786359809675,-0.9335174699547562,0.14758141081993578,-0.061930442162695956,0.4406006977440995,0.4475890022245337,-0.18228145804852813,0.9865389106066244
0.28496814308454427,-1.9435111729327585,0.7767539507680014,0.12110643847111138,0.1631984840271046,1.0755192373154028,-0.06976467143148177,0.4833739875854708,-0.8064001123307857,0.10770029747921976,0.6963988995386011,-0.22914585406930843,-0.2787949405672665,-0.21029902591068145,0.5744418676854036,0.1666159910455505,0.3265038489970435,0.7735396245284556
0.1649849865127514,-1.5716848818443785,0.6624386539964496,0.09023844506374791,0.09563069690636665,1.0281108376655266,0.2719949140471245,-0.3631797925983024,-1.101701068124612,-0.6278454335013108,-0.19715383432976866,-1.1617559750316564,0.15028975309955353,0.5486651124419945,0.35222687555383175,0.10158682128100659,-0.13249940665768842,0.7847501132694112
0.1259603611762099,-1.923458197326867,0.6736697455394502,0.15320442263691914,0.28471468675964484,1.1592920120485537,-0.40121339288475405,0.874333297760704,-0.9318014615170651,0.0414026288643244,0.9577435915088153,-0.4004519078493401,-0.23391769907047638,0.48834245040535645,0.3835827235737181,-0.14713466926094224,0.43992179399009884,0.5605403384502851
0.005977204604431509,-1.5516319062384796,0.5593544487678948,0.12233642922955654,0.21714689963891082,1.1118836123986733,-0.059453807406145025,0.02777951757693005,-1.227102417310892,-0.6941431021162022,0.06419085764044859,-1.333062028811688,0.19516699459634343,1.2473065887580361,0.16136773144214428,-0.21216383902548397,-0.019081461664634907,0.5717508271912424
0.7390417645835015,-2.0400447793414997,1.1290320212065628,0.0170114601046264,-0.4568096682235715,1.3557689562986674,0.1855271168955171,-0.5078524965551187,0.0033401666856612473,0.10202946998122533,0.3845631267801973,0.2967639154622423,-0.40604079788430897,-1.3222132689267494,0.6004203945206184,0.6535034651819279,0.042160432499741905,0.8408025569741928
0.6190586080117125,-1.668218488253116,1.014716724435014,-0.013856533302736713,-0.5243774553443092,1.3083605566487901,0.5272867023741263,-1.3544062767388907,-0.2919607891081661,-0.6335162609993065,-0.5089896070881718,-0.6358462055001073,0.02304389578250992,-0.5632491305740719,0.37820540238904854,0.5884742954173825,-0.41684282315499027,0.9865389106066244
0.561055987542659,-2.0397831031413234,1.0087125249465054,0.056242547139431304,-0.21744176942450832,1.3356698188002323,-0.03316974706800332,-0.1853686958039344,-0.12652674117113907,0.025799196213855406,0.6125581094809502,0.11244457057783086,-0.3853058527981094,-0.7741502525039667,0.49690701118853925,0.4062386074766471,0.10603536727144695,0.6726452258598482
0.44107283097086963,-1.6679568120529404,0.8943972281749533,0.025374553732062963,-0.2850095565452449,1.2882614191503536,0.30858983841060633,-1.0319224759877066,-0.4218276969649658,-0.7097465347666739,-0.28099462438741946,-0.8201655503845164,0.04377884086870885,-0.015186114151288066,0.27469201905696805,0.341209437712104,-0.35296788838328397,0.8856445119380186
0.34046665503052737,-1.90244991258573,0.8143512879565447,0.07639321165640718,-0.11525603081564063,1.354101674520667,-0.3069672607387844,0.2525305056790594,-0.2590631500993862,-0.06876162873237478,0.8710063065025029,-0.05226348233218715,-0.33429833499071226,-0.15017683308361823,0.334709417318708,-0.043151054933507293,0.2222736523240668,0.5717508271912424
0.22048349845873763,-1.530623621497341,0.7000359911849986,0.045525218249044506,-0.18282381793637548,1.3066932748707867,0.0347923247398211,-0.5940232745047103,-0.5543641058932114,-0.8043073597129061,-0.022546427365867983,-0.9848736032945333,0.09478635867610634,0.6087873052690591,0.11249442518713708,-0.10818022469804894,-0.2367296033306615,0.7847501132694112
0.15300030734605446,-1.9779559881217466,0.7240595785983732,0.13020644712602222,0.19663736004837284,1.398732511553934,-0.638693656938673,0.5701191000834366,-0.3189540326455758,-0.18825464772985412,1.1978970614778697,-0.26852910390977686,-0.32566691273643306,0.5858666734836873,0.16823540532644307,-0.29202088419083616,0.2863581426226245,0.3475410523721162
0.033017150774260456,-1.6061296970333616,0.6097442818268204,0.0993384537186593,0.1290695729276359,1.3513241119040558,-0.29693407146006406,-0.2764346801003354,-0.6142549884394016,-0.9238003787103836,0.30434432760950064,-1.2011392248721253,0.10341778093038463,1.344830811836364,-0.05397958680512761,-0.3570500539553782,-0.17264511303210675,0.12333127755299
0.7948106567251846,-2.1159917321739363,1.2386325632751047,-0.006168251134827641,-0.5998412108763297,1.678721469822605,-0.03887521109316632,-0.9509147033949396,0.6747454873885251,-0.10993327445950782,0.6039562770373498,0.49004021078392507,-0.44587938482472705,-1.198581403017223,0.40072362684353935,0.6050468139437581,0.04173982362418417,0.7847501132694112
